label,message
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store918.xyz/shop
ham,Your cab driver 3963 (+91 97382650) has arrived at your pickup location. PIN is 1443.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify934.com/login
ham,Your cab driver 4177 (+91 97285694) has arrived at your pickup location. PIN is 7238.
ham,Please submit your semester assignment before Friday 5:00 PM on the university portal.
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler893.top/invest
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8136879253.top or call driver +91-576.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9043067442 or call +91-529."
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update263.com/login.php
ham,"Dear Customer, your A/C ending 10162 is credited with Rs. 979185 on 9323. Avail Bal: Rs. 31841. - SBI"
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 10705 PM at City Clinic.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-8138656006 now.
ham,Read this article when free: https://wikipedia.org/wiki/TopicAmit
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9711323599.xyz or WhatsApp +91-541."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9223660090.top or call driver +91-569.
ham,Your flight booking reference Amit from Mumbai to Delhi is confirmed for departure at 8.
ham,"Sorry for the late reply bro, was stuck in heavy traffic."
ham,Check this out: https://youtube.com/watch?v=Rahul
ham,"Hey dad, reached the station safely, booking cab now."
ham,Can you transfer money for movie tickets? My UPI is not working.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade7428833500.xyz or WhatsApp +91-416."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7856809254 to claim your prize cheque."
ham,"Hi Amit, can we reschedule our meeting to tomorrow at 7 PM? Thanks."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler224.top/invest
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9518766666 or +91-729 immediately.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7821463048 to claim your prize cheque."
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk962.net/verify
spam,Security Alert! Unauthorized login attempt detected from IP 409. Confirm your password here: http://588122/account/update
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7746573447 to claim your prize cheque."
ham,"Hey Aditya, can you send me Rs. 7909369483 on GPay? Will return it tomorrow."
ham,Receipt for your recent payment of Rs. Soham to Electric Utility Services.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update108.com/login.php
ham,Can you share Sameer's contact number with me?
ham,Your package with tracking #7075 will be delivered today by courier. Contact delivery associate at +91 98846188 to coordinate.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9709208435 immediately."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7218677456 now.
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme640.biz/register
spam,Your pending invoice #327.pdf is ready for download. Click here: https://billing-doc3377806.com/invoice.exe
ham,Read this article when free: https://wikipedia.org/wiki/TopicAmit
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7509510102 to claim your prize cheque."
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk135.net/verify
ham,"Call me urgently, it is important."
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9352145745 immediately."
ham,"I lost my phone, this is my new temporary number +91-Amit, save it."
ham,Read this article when free: https://wikipedia.org/wiki/TopicAmit
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9081864633.xyz or WhatsApp +91-263."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler785.top/invest
ham,"Good morning, here is the updated presentation deck for our team demonstration."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,"Split the cab fare on UPI, your share is Rs. Rohan."
ham,Here are the notes and action items from yesterday's discussion with the client.
ham,Receipt for your recent payment of Rs. Ananya to Electric Utility Services.
spam,Congratulations! You have won Rs. 778 in the international lottery. Claim your reward now: http://claim-prize4191107.xyz/bonus
spam,"Dear Customer, you received a tax refund of Rs. 388. Submit your bank credentials to deposit: https://incometax-refund-portal4805674.org/claim"
ham,"Hey team, the sprint planning session is confirmed for Tanvi at 10:00 AM."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme392.biz/register
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update171.com/login.php
ham,"Hey bro, call me urgently at +91-Amit when you are free, need your help."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update116.com/login.php
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify374.com/login
ham,Thank you for your order #Ananya. Your package has been dispatched and will arrive by 5.
spam,Security Alert! Unauthorized login attempt detected from IP 113. Confirm your password here: http://7591395/account/update
ham,Your OTP for online transaction of Rs. 4586 at Amazon is 494404. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,"Bhai, call me at +91-Kavita as soon as possible."
ham,"I lost my phone, this is my new temporary number +91-Soham, save it."
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-8785861529 to disburse funds."
ham,Let's meet at the library around Aditya PM to finish the group project.
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoSneha
ham,"Hey Rohan, I have reached the restaurant. Let me know when you arrive."
spam,Congratulations! You have won Rs. 485 in the international lottery. Claim your reward now: http://claim-prize5607902.xyz/bonus
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8101980989.top or call driver +91-274.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update326.com/login.php
ham,Your OTP for online transaction of Rs. 12515 at Amazon is 116841. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,"Split the cab fare on UPI, your share is Rs. Priya."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8442383930 or call +91-709."
ham,Can you send the lecture notes from yesterday?
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7611070962 immediately."
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store959.xyz/shop
ham,Read this article when free: https://wikipedia.org/wiki/TopicSneha
ham,Can you send the lecture notes from yesterday?
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update390.com/login.php
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify622.com/login
spam,Your pending invoice #34.pdf is ready for download. Click here: https://billing-doc4041652.com/invoice.exe
ham,Your package with tracking #13607 will be delivered today by courier. Contact delivery associate at +91 98728774 to coordinate.
spam,"Dear Customer, you received a tax refund of Rs. 275. Submit your bank credentials to deposit: https://incometax-refund-portal4031410.org/claim"
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9307927050 or +91-688 immediately.
spam,"Dear Customer, you received a tax refund of Rs. 269. Submit your bank credentials to deposit: https://incometax-refund-portal7666772.org/claim"
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8979450535.top or call driver +91-693.
spam,Security Alert! Unauthorized login attempt detected from IP 368. Confirm your password here: http://9005986/account/update
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk289.net/verify
